,image_id,acevedo_label,fold,labels
3895,c62a609d-b177-4305-b399-d6f9d51829a8,eosinophil,train,EO
3898,29f22bf3-be5b-4c29-993d-424e035aee1e,eosinophil,train,EO
3899,e02cfa1c-9f34-45b5-9264-4d52aae3d314,basophil,train,BA
3901,842d16ab-d570-4a10-93c7-48cf6981c245,eosinophil,train,EO
3905,bfa4a4db-2aa8-4a58-bb40-ffc6e2d9e7c3,eosinophil,train,EO
3908,d9e09c54-0a25-4e77-84c6-0375009225ea,eosinophil,train,EO
3909,27931d5d-c6dc-486b-a4fc-93a77b3695c1,basophil,train,BA
3912,bd0ea7aa-3dff-4914-9f4b-2dac460b5848,eosinophil,train,EO
3921,b988e070-179d-426e-af5b-a2616af7af2d,eosinophil,train,EO
3925,e8be1fc6-321f-4f33-97ec-995099cc78b6,monocyte,train,MO
3929,806f6779-a48f-46d5-85c3-eb9e21cded0a,monocyte,train,MO
3934,cbb53534-3b8a-42f6-967a-3b927ba60728,basophil,train,BA
3935,50349a8d-a36b-4563-a13f-65e5d60b40f4,basophil,train,BA
3936,16c08b36-7a90-4ef7-92e0-5aa9127a2a68,eosinophil,train,EO
3937,6ff91c43-6414-40d5-be29-7c0b77297bee,eosinophil,train,EO
3938,622e1b8f-effd-4ff5-b8e4-bcaaa72e422c,eosinophil,train,EO
3940,27e54696-8fcf-4a0e-8955-f2e3043fd8e4,eosinophil,train,EO
3947,fcb7a855-3dda-4b7b-8c0a-f03fac033572,monocyte,train,MO
3948,3a8802c8-3f91-4052-b037-f3a05a4ac951,basophil,train,BA
3950,1bb8c6ed-a051-494a-b935-6a81c36adb01,basophil,train,BA
3952,a8088b96-1eaf-4280-9964-35cea2411b87,eosinophil,train,EO
3962,ae79f9ca-fd3f-4c83-ac17-13e50681146e,eosinophil,train,EO
3963,2ef632fa-04e5-43be-9969-f356147be6c9,eosinophil,train,EO
3965,2d3f264c-773b-4164-b1d5-5667eea6fa14,monocyte,train,MO
3973,0246cf86-2abe-48e4-abac-cfab48e61254,eosinophil,train,EO
3977,495fed0a-5a18-4301-a4c0-4fecb8e1436f,basophil,train,BA
3980,d2afbe19-ee3b-4951-9663-5f2d82ad6446,eosinophil,train,EO
3984,0243361f-0552-448e-b027-7c0204b6b4c6,eosinophil,train,EO
3985,59eb84f2-0bec-4abe-aac8-0717ff6d6096,eosinophil,train,EO
3986,af2fbf79-9fa2-4a39-ac5f-6342c6870e59,eosinophil,train,EO
3987,0780f8d3-35db-46af-8bf2-4644546571f4,eosinophil,train,EO
3988,38a30469-6f70-4220-bf7b-0da36ed943d6,eosinophil,train,EO
3989,68f85828-fca5-4cfa-88f4-7e5de8840105,basophil,train,BA
3990,14d89fd5-1ed1-4aa6-b9dc-bf55b6e4af66,eosinophil,train,EO
3991,bb7fb819-096c-4de7-b4c8-50190536a024,eosinophil,train,EO
3993,001812ac-bfac-4024-95fc-0748d204ef74,eosinophil,train,EO
4000,cebfbcf9-70ee-4e11-94f5-680524266fdc,monocyte,train,MO
4001,24862379-5800-4227-a807-d5bcb307bc83,eosinophil,train,EO
4002,3be95380-f8ce-45ff-bb31-306982551bc7,monocyte,train,MO
4005,c5123350-fc71-43ee-a7de-f41a2278eca8,eosinophil,train,EO
4006,b54f1404-bd3e-4063-9a5b-7a64dacbf436,eosinophil,train,EO
4007,b3d0b311-7923-4c4b-8aa8-cb3aa23481ab,monocyte,train,MO
4008,ec460ab0-3112-411d-bdb0-5d9d75108cdd,basophil,train,BA
4009,934c7341-e72a-4896-addb-29264906855a,eosinophil,train,EO
4013,29a578a8-6d85-4f0f-8bdf-10818c17b2af,eosinophil,train,EO
4015,a060cdf4-ffd2-4086-9934-c2ac64ee0845,basophil,train,BA
4016,3af70e6e-3e54-4d43-8235-30bba0035c63,monocyte,train,MO
4019,8ae32745-622f-4d6a-92bd-c81ac8b54116,basophil,train,BA
4020,cf6376d7-5c5d-45cb-aeb4-51e6f61e53f0,monocyte,train,MO
4021,48ae0152-9e52-4bf5-9d5c-d185c96dedff,eosinophil,train,EO
4025,348fa48f-300e-4340-9994-9727bc6643a4,monocyte,train,MO
4032,973c1172-7023-4778-a0b2-cfa947cede82,eosinophil,train,EO
4036,148ec682-4b41-4613-8d8b-14891bbb5291,monocyte,train,MO
4037,cf74d88e-b970-4b9d-8dd9-ea45f68b3510,eosinophil,train,EO
4040,9b4ae091-682b-43d4-a707-9de7576dc348,monocyte,train,MO
4043,7d0521f1-9f9e-4999-9811-7ab298c6a1a8,monocyte,train,MO
4049,4a2a1896-d626-439e-8301-c11b045b1e57,eosinophil,train,EO
4050,79f39795-958a-472a-b0fa-bcfc8de05c55,basophil,train,BA
4051,0f28557b-d239-47ac-9906-bc00ba643e0e,eosinophil,train,EO
4052,7d49164c-13ec-4cc1-b3ad-c223c7181bd6,eosinophil,train,EO
4053,6137e821-6ea8-43e3-96b2-cd1ae0b28158,eosinophil,train,EO
4054,cb3d3113-9a27-4816-8335-8225c8462e6a,eosinophil,train,EO
4055,14c09ade-c8bf-4881-bf82-6926482caaf7,eosinophil,train,EO
4058,43ff8cbd-a1f9-4948-8fb7-304c113406dd,eosinophil,train,EO
4059,55c76929-b113-4bbe-9d06-308fd39527c7,eosinophil,train,EO
4060,27fd6c0c-f28c-41e8-abb7-03f2a66c5f97,eosinophil,train,EO
4062,f9a18c25-947d-4389-8071-6faeb65211ae,eosinophil,train,EO
4069,66d238bd-b3d1-4f20-b71c-114c7f708520,basophil,train,BA
4079,5c422e5c-a8fd-4c13-81c3-137f0990912c,monocyte,train,MO
4080,2be0e078-8c1b-432f-af36-2e6d0670139d,eosinophil,train,EO
4081,659fb4b2-5531-41e5-812b-6cdde326d0f6,eosinophil,train,EO
4084,2ccfb17a-e804-4030-8a3e-a541ddafc07e,monocyte,train,MO
4087,8d6b6bb1-a0fe-41b3-8991-d7b356cbe1c3,monocyte,train,MO
4089,f0f5b421-d2d4-4f19-a9f4-5b1f4c6a9ab4,eosinophil,train,EO
4091,a711a67d-2ee8-4603-afc4-f2c35b058ab6,eosinophil,train,EO
4094,1d3fcd81-4b4c-4b5e-9e32-e6aae52806a1,monocyte,train,MO
4098,419b2446-e55a-40cb-850f-3f3a5a14570d,eosinophil,train,EO
4100,95d9a0e4-bf4c-411e-a87a-282cc9c10f92,basophil,train,BA
4102,205830bf-ee35-4e74-96ad-e658e1cde564,eosinophil,train,EO
4106,a53632e9-51d6-4307-98a9-605498e37824,monocyte,train,MO
4111,d372a484-98d8-4256-b116-8ea0f5a2cbba,eosinophil,train,EO
4112,60224179-686e-466f-8d77-67f53eb8c1b4,eosinophil,train,EO
4113,6b73ba2f-67a1-4dd8-8cb4-f413dee4d107,eosinophil,train,EO
4114,c3227857-80d3-4559-adce-ed2232cbb6f5,eosinophil,train,EO
4115,5a49fa59-04f7-445a-bd83-e9108c900596,eosinophil,train,EO
4118,27747c64-c7f1-418a-81a5-da940cde764d,basophil,train,BA
4121,0bd9809e-e79b-4cbb-bb88-0e924be4765d,eosinophil,train,EO
4124,183fe57b-03a5-4e81-8902-86a5488dd1e1,basophil,train,BA
4127,a99ad241-4b7a-4a7c-9350-3c11c96625cd,basophil,train,BA
4136,8d1ecfad-e67a-4c6d-a560-d6a73bb444d8,monocyte,train,MO
4137,5fed52ee-abb4-4f24-88e6-692a48c32834,eosinophil,train,EO
4138,069cf20f-3c72-47ba-b1e2-c5c7321fbf16,eosinophil,train,EO
4141,47101e74-5241-4946-a5ca-8893500e7212,eosinophil,train,EO
4142,7b1d8aac-f752-43dd-a4dd-3abe0e329963,eosinophil,train,EO
4147,e8514554-7afe-470e-8a95-34548fd5d89b,monocyte,train,MO
4149,8b9c3166-b305-4a04-b8dc-63289d0da3ae,basophil,train,BA
4152,e297a123-4f48-41a3-ac9f-af27d5819383,basophil,train,BA
4158,5adcc1dc-69e3-47ab-a42d-083ce5b3b220,eosinophil,train,EO
4159,70c1286e-4556-4085-b8cb-718ed39bd8a5,eosinophil,train,EO
4185,30880b2b-a6b8-40d1-b70c-6faa662c0825,basophil,train,BA
4186,37ac2e9c-2935-47b8-bcd0-a892482712f8,eosinophil,train,EO
4190,15163d2b-44cb-427a-b741-262cb8e52481,eosinophil,train,EO
4192,b5b31403-fadc-484b-8b58-486dae35c2ff,eosinophil,train,EO
4193,b7315cb7-78bb-4fe6-8d12-f18a44297b79,monocyte,train,MO
4195,df0663ac-b2a9-4187-93fa-be7d2143877c,eosinophil,train,EO
4197,e4387651-c90e-43d4-8c5a-79986cf5b019,monocyte,train,MO
4202,594a9b85-fba1-463a-98eb-36d9531bf137,basophil,train,BA
4203,631116f0-8cd4-4771-9a78-259cf804dca0,eosinophil,train,EO
4204,fd6421d0-b668-4c21-a726-103662d8f1be,basophil,train,BA
4205,13db698e-8198-4760-a927-553cb4a20eaf,eosinophil,train,EO
4206,da852c14-5a82-43e8-93ee-daa43b19c9a1,eosinophil,train,EO
4216,e6efc36a-d3e0-434f-8f32-e9ff3baed83a,eosinophil,train,EO
4219,a8a7dffb-7db5-4e3f-9f26-aa9739479283,monocyte,train,MO
4220,7cde8a9b-46cc-437a-b1b6-8df372fc2659,eosinophil,train,EO
4223,929e8066-3f94-44c4-9a8a-aab06f7a35c7,monocyte,train,MO
4227,e8b1c8f5-b44a-4bf0-a24d-a42a3cf5fbe7,eosinophil,train,EO
4229,bef6d6bb-7e11-4215-8e8c-77b1c6d2ae2b,monocyte,train,MO
4230,f933bf3d-9a00-48ce-b75e-28bc2e0e26a6,basophil,train,BA
4234,9185f1b0-7665-45ea-9ff1-9053c96bd803,basophil,train,BA
4236,24e962b2-e7ff-4a0c-80f6-91f02f06d4ec,eosinophil,train,EO
4240,cc5d8000-9e53-4229-939c-402eacb9e8d1,basophil,train,BA
4243,dbe5f585-7ed8-4b25-8611-3f557682ab88,eosinophil,train,EO
4244,1af51820-7b67-4d16-89f0-1afb2ceef547,eosinophil,train,EO
4249,d73ce036-27c1-4a9b-ba85-03e222ee536d,eosinophil,train,EO
4250,8a78c217-b35c-4843-b0de-c64e40cbb556,monocyte,train,MO
4252,12516bb5-4662-44c0-9ad4-079f06d15c08,basophil,train,BA
4253,553de7aa-8305-4a65-9b60-b1f9f9ceae6a,eosinophil,train,EO
4258,07249d61-e6aa-4d66-9ea1-031e919309f3,monocyte,train,MO
4267,675dcdee-91ab-4aba-8022-0a6d77d69ca7,basophil,train,BA
4268,f61da35c-719b-48c3-a06f-008658e1adff,eosinophil,train,EO
4272,500489f0-7ca0-4002-8e95-af16030d39c2,eosinophil,train,EO
4279,ce4a2003-47dc-4fc2-adf1-ee059ab21c9e,eosinophil,train,EO
4280,2cceb63c-7342-42f4-8325-64a7da315167,eosinophil,train,EO
4281,1c168216-698e-4235-b6f9-4ef88923c67b,eosinophil,train,EO
4282,9ef6d85e-b163-4c74-81ae-afcb17979fb5,eosinophil,train,EO
4284,f184bad4-72dd-4afb-b51e-d01bad5e3e1a,eosinophil,train,EO
4286,a4acc105-10bb-4470-9585-8409e4411a22,eosinophil,train,EO
4292,b14a1cb9-1d3f-4bbe-8953-3155e6c2c78a,eosinophil,train,EO
4294,13dcbed7-9328-45c8-84af-d5eab1d61f09,eosinophil,train,EO
4298,4efb9ec3-cff1-4847-a9a2-9a738a585131,basophil,train,BA
4299,ef74cf24-1d75-4a70-b006-3d208b3c141f,eosinophil,train,EO
4300,363ae703-8048-4a79-8f1b-f9df72cfa136,eosinophil,train,EO
4302,0491d82f-f176-495e-be1a-bc86d57468ca,basophil,train,BA
4310,332a6cc1-45c1-42df-81c3-18852e8e61c7,monocyte,train,MO
4311,8161b502-977d-44ea-b8d1-052ff031bcca,eosinophil,train,EO
4312,85c694b5-d2d4-4099-8a55-c624fb1588df,basophil,train,BA
4319,a82a6b05-7eac-41de-a18e-64c534d1baa0,eosinophil,train,EO
4320,01ab1415-abc2-4382-a863-06bf7203eb57,eosinophil,train,EO
4322,36c0f079-7605-4f11-a3ac-b7b6e01b9720,basophil,train,BA
4323,a6cca43a-3f22-4893-9594-3a61f3518408,basophil,train,BA
4330,346af3bd-1857-43de-964f-fdf6f325a93a,basophil,train,BA
4331,2c671176-437e-485c-acfe-5439b093cadb,monocyte,train,MO
4333,bcee9dd4-a358-46b9-923f-065e3f0a4afc,eosinophil,train,EO
4334,2fd121b2-925d-4ffd-9bc0-67a0327dc9f9,eosinophil,train,EO
4336,cf0bc7f6-1f9c-42e6-aada-21cdcdb01cd7,monocyte,train,MO
4338,ca0e3c37-4b35-46af-ac7a-f3dd16853a05,monocyte,train,MO
4339,86538907-167d-400b-b622-15fbee6cc789,eosinophil,train,EO
4340,524eb7bf-73c9-4a4d-af7f-577b0b81b4a7,eosinophil,train,EO
4343,286e5199-1e54-4def-9a44-32f383fedda1,eosinophil,train,EO
4350,e29dc402-d153-4064-8a2b-c0ce366dc679,monocyte,train,MO
4359,ef4976e6-72f2-49cd-a128-c29bb1c05165,eosinophil,train,EO
4360,d790ef69-cc15-4bb6-85ec-595d3a169b6f,eosinophil,train,EO
4363,221710fc-84ee-4434-abdb-f34a2d9a7131,eosinophil,train,EO
4364,94cd8c37-305f-4404-92d5-cc4fd739239d,eosinophil,train,EO
4365,f20c57e4-02bc-4506-8f6c-fd5314b2a81d,basophil,train,BA
4366,8a6129c5-ccbb-4078-99ae-576dcec88c86,monocyte,train,MO
4370,b0e22701-e785-46c2-9fd1-053fd09188bd,eosinophil,train,EO
4371,29af96a3-c6fe-4ef0-9887-65417f629bb8,eosinophil,train,EO
4372,8490bcc4-b02e-4680-b59d-36c63d897c72,monocyte,train,MO
4374,7a7fd63c-1197-406c-a1c8-d8a8117edd1c,eosinophil,train,EO
4375,dad65e86-a517-41ec-9623-8579f4e66f28,eosinophil,train,EO
4378,fe8ff0f1-ee5b-4f6b-8b02-dfb9b5f51a28,monocyte,train,MO
4381,89bec8a2-89b0-4064-8dcd-f7e2b508f3ff,eosinophil,train,EO
4382,998db87c-8d5a-4a1a-b071-8964badf2c6a,monocyte,train,MO
4383,549e3cee-1f5d-44e2-8d7c-f645db587e91,eosinophil,train,EO
4384,52d4ee59-0978-4755-95b2-b375faa7a774,eosinophil,train,EO
4388,c23b935c-4837-4088-909d-b6d52b551151,eosinophil,train,EO
4391,8fb50d76-432b-422d-a8c5-3a6a96e0059a,eosinophil,train,EO
4392,4b7fffd7-1935-4eec-9835-6fcde9db615d,basophil,train,BA
4393,01be4ee2-785e-4750-b4f4-6f2682a14b27,eosinophil,train,EO
4394,1688a040-52a0-4664-aa33-42394ef4faae,eosinophil,train,EO
4395,98378fc0-9280-42aa-94e2-cb84cdcd23c7,eosinophil,train,EO
4396,0faff9c8-810d-4ddd-a9ff-38fd64e1c724,eosinophil,train,EO
4398,2af9ba15-c42b-4c86-9745-6b04779d7eb3,eosinophil,train,EO
4399,96e546db-1ed8-4c6d-8ad8-59b49b6afc17,monocyte,train,MO
4400,a8026310-2406-46f5-804f-1d1e367e77d7,basophil,train,BA
4402,74cc8fae-02a4-48be-8e2c-2a989713afb9,monocyte,train,MO
4404,676e8ce5-5de4-4ea6-a626-c941b7d07c34,monocyte,train,MO
4405,4db9ced9-ab9e-4a4c-8310-f11e63bc0c6e,eosinophil,train,EO
4407,c45ef737-849f-4b4b-ae6f-74cba2e559e0,eosinophil,train,EO
4409,9c7e276e-34a2-4181-bc30-2f17c25b4e92,monocyte,train,MO
4411,06cb1b6c-6e65-4720-bdf4-35ae113ffa99,monocyte,train,MO
4414,e703bd16-39fc-44fa-9810-f576f1a2bdcd,eosinophil,train,EO
4415,19649b54-84f9-49b7-bd34-cd7e9e12b9e4,eosinophil,train,EO
4416,0f560137-4ce2-41b2-8df2-303074c361cb,basophil,train,BA
4420,d629733b-123c-4de0-bef3-22c5649e1ca5,eosinophil,train,EO
4430,b6158cb9-2042-4260-bdf1-2f3e06272cf1,eosinophil,train,EO
4432,4c1ac4f1-0f33-4c67-b00a-6d03eef49a17,monocyte,train,MO
4437,2ae92c82-d985-426b-8ef7-a70f6ebb4736,eosinophil,train,EO
4438,2993ba4d-67a8-4fcf-8bd0-54bca9eb0a5e,monocyte,train,MO
4440,3f2079fc-d4c9-4726-b14d-48a2937550e8,eosinophil,train,EO
4447,c9997d84-f0d1-47b4-831d-2a3ff6d63eeb,eosinophil,train,EO
4452,610ab5ab-919f-4c37-99ec-d102b0f5a8f4,monocyte,train,MO
4459,74f05ab2-0a2d-4f24-b7ea-01c29209ad80,eosinophil,train,EO
4460,5c153911-501f-4668-bbad-d9182d10a999,monocyte,train,MO
4461,b906fca7-6ca3-4a81-b21c-4b018b27bf6c,eosinophil,train,EO
4462,dac18934-36c1-4fc0-8b9c-6bed287d34fd,eosinophil,train,EO
4466,baedf47a-e906-42a8-85ba-53bd29701655,eosinophil,train,EO
4468,16ccf2c4-bf6b-485d-a59d-f5fd76ae38b3,eosinophil,train,EO
4473,75e4bd6b-fd99-4eba-93b4-5b72a5ec4788,eosinophil,train,EO
4485,c444f362-ce73-47fd-8834-e5937246cf45,eosinophil,train,EO
4491,65351a5d-c79b-44de-ae8c-2f192f905fa5,monocyte,train,MO
4499,21b4dd29-2aee-4750-81e1-c06be9618b8f,eosinophil,train,EO
4502,2a83b864-be00-43bb-92c1-0bfd898e3cc8,eosinophil,train,EO
4507,e6fbe918-fb49-41b6-b050-0fb03754f8cd,eosinophil,train,EO
4509,08ae6494-a6cb-467c-adce-f725fea6f8cb,monocyte,train,MO
4510,1001ee03-96b2-4288-b8a4-49bb5b6a7298,eosinophil,train,EO
4512,754aa214-8c86-40f3-a398-39b08e9f3e2c,monocyte,train,MO
4513,8f906ee1-20a3-4848-a1a1-d67a79601992,eosinophil,train,EO
4515,0fa1d9ae-15f6-48bd-9cd4-35729035fc85,monocyte,train,MO
4522,a96ccc07-5dc6-4295-82c9-402f6321fe69,eosinophil,train,EO
4526,fe64b7b4-b5b0-4c4c-979d-765a1c2292c0,basophil,train,BA
4535,336b022b-5b3c-47ff-8cd7-2344f257ef0c,basophil,train,BA
4538,8642cf76-5ad8-4e2b-9567-0d19209015a3,eosinophil,train,EO
4539,51ffd89d-51cd-4119-b6ee-136e570ce6a5,eosinophil,train,EO
4542,a5be97fc-5f06-40e5-8fcc-1bf4f42d5bc1,eosinophil,train,EO
4543,3e8c30ca-ef83-46b7-a337-066cb4480c44,eosinophil,train,EO
4545,56d67d59-f57d-448f-88a4-0a50f80b4f59,basophil,train,BA
4554,9689192b-8bff-496d-89a2-67c315fd51e1,eosinophil,train,EO
4555,6a31ad8d-69df-4b60-b87e-839fd90afa6f,monocyte,train,MO
4556,1919544f-0a41-4e78-8050-7e17644aebe0,basophil,train,BA
4557,93ece5b2-018d-4efc-b75e-28700d37720f,eosinophil,train,EO
4561,8dbfcef6-fe4c-469f-a786-3741db6f9fd2,monocyte,train,MO
4564,24f5d0a8-d3e7-4338-9017-a0eec4081183,eosinophil,train,EO
4565,5776d205-8c9f-4752-9480-4f6f245d0482,monocyte,train,MO
4568,4bc2ddea-82ae-43ca-9987-7bb4cb89d399,monocyte,train,MO
4570,c39b6711-9b13-4dff-88b4-949c6202376d,monocyte,train,MO
4572,741fff2d-eed8-447e-afd7-8f9904dfb064,monocyte,train,MO
4573,9fa9b693-d4f2-4aaf-a23b-dd2fe3bb168b,eosinophil,train,EO
4574,31da0d41-a223-4f42-b5a8-43e3c2359d6d,eosinophil,train,EO
4582,96a2b5fb-0e31-44ba-9fed-7c5bb30328db,eosinophil,train,EO
4583,027f4a20-6cad-4ef8-8ba9-506613e6c937,monocyte,train,MO
4584,bd8e3d1d-bd50-424d-ac97-6442104be42a,eosinophil,train,EO
4585,4c37a3c4-fb77-4957-bee4-52b8a22e58ee,monocyte,train,MO
4590,51a8610b-330c-4218-a8c8-50a764e9aeac,eosinophil,train,EO
4591,4df90770-8c10-4ff2-a289-a8c65f3f796e,basophil,train,BA
4592,bd84e809-7f3f-40e3-9dba-ed1c2afb2b44,eosinophil,train,EO
4597,7a260abb-0cc8-4960-9370-427333ddd4f7,eosinophil,train,EO
4601,0f41e5d5-90e4-4afa-8313-4fda569b00bb,basophil,train,BA
4603,37d425ca-38cc-48f7-8281-b522a6dd52b6,monocyte,train,MO
4604,222c5081-9bf4-4864-9187-4ec55029b36e,monocyte,train,MO
4605,27fc68f8-ef48-4fe7-840e-ad255daacc1c,eosinophil,train,EO
4610,05b5b1dd-8777-441a-96e5-699dd2531ffb,eosinophil,train,EO
4614,fe6e9a08-1d14-4e10-bf21-855379672452,eosinophil,train,EO
4622,6deef3b5-c09c-4156-9067-f5cf09506963,eosinophil,train,EO
4624,b2407f2f-90d4-4e3c-9044-b003c0e27ee5,basophil,train,BA
4629,6bd5b36a-a2f4-43ff-a375-d74f8ea757fe,basophil,train,BA
4631,c12ba508-f9a9-47a7-be22-3445b6b9804e,basophil,train,BA
4637,b05dd8ae-9a1e-49b1-9c37-240475fc57a3,eosinophil,train,EO
4641,fdc6db26-7a42-4f6e-9f98-0b152f05a719,basophil,train,BA
4643,788594b2-24cb-4252-93b7-13689cf096aa,monocyte,train,MO
4644,08d83a75-9204-4a49-b817-fedd5757f0ba,eosinophil,train,EO
4647,c96758e4-92b1-4f89-abda-0852cff257be,eosinophil,train,EO
4648,c572cfa3-df7a-4068-8d49-9cef85f5e749,eosinophil,train,EO
4653,b16d6c72-d28c-4514-88a1-68fe34cdeccf,monocyte,train,MO
4655,72682277-497d-4479-a871-f036ea2877fa,monocyte,train,MO
4657,58f68663-8133-4e6b-a848-08c86165de6f,eosinophil,train,EO
4660,8022ffaa-5ca5-4918-80e6-352ebf8873e2,monocyte,train,MO
4662,808cbddf-6ac9-44c5-af8e-58dcfd248f9f,basophil,train,BA
4663,1255926d-c74c-4a46-8612-412ca031e9c3,eosinophil,train,EO
4664,438491ad-448d-471c-9e26-fbf6138e3010,eosinophil,train,EO
4671,8dceaa3b-c0b1-43f2-a761-873e002aceec,basophil,train,BA
4673,ab94f4e9-3953-4e64-967a-38b5d79ddebe,basophil,train,BA
4678,6e949318-e743-47d5-91d7-35b7371fdf21,eosinophil,train,EO
4679,df68505b-848a-494d-bcb8-e9f28820950e,monocyte,train,MO
4682,c6700dd3-e67b-4ab6-ae39-c3c22f62928a,eosinophil,train,EO
4684,4fa58dab-4ed5-4fa4-aad8-ae59377a5f19,monocyte,train,MO
4689,a4c7a405-7220-4425-a83c-0220b5c73c68,monocyte,train,MO
4697,6b06b4f8-9f2f-4612-bb1a-a57cca51cc85,eosinophil,train,EO
4698,b8296698-3c79-4f97-8880-94203cea3074,eosinophil,train,EO
4702,7b9116d1-54b4-4ec0-b57b-e0310186d782,basophil,train,BA
4708,b21f923b-e6e2-4f45-a1e6-9bb71efa3ad4,eosinophil,train,EO
4710,4050bd33-1852-470b-8a03-8c19813aff31,basophil,train,BA
4711,3c8c4d49-23c3-4ec5-9e9a-5e622942bbe6,eosinophil,train,EO
4712,a57571b8-14b0-4a3c-ba61-732e1fe5b463,basophil,train,BA
4713,aadca316-d57a-40ba-bd77-072e9c923296,basophil,train,BA
4715,b5680175-a5a9-4972-a9dc-122f5c9dabe7,eosinophil,train,EO
4717,b0fa2ad8-6efa-4a35-9a06-f3a885d4ea53,basophil,train,BA
4723,0a6eec6c-96d9-4392-a800-039eefa4abfb,monocyte,train,MO
4724,62d8b2da-2bf7-408a-a445-8d86b67a408e,monocyte,train,MO
4726,0b807088-9aff-4061-8134-10f1e03f661d,basophil,train,BA
4730,426cef13-0168-4184-8901-a14c67502a18,eosinophil,train,EO
4733,19437419-a7cc-48cb-b034-1048c57c25fc,eosinophil,train,EO
4736,f46955da-79ba-4726-be43-42a9a626ad42,monocyte,train,MO
4738,0fe61d63-0087-4d1d-81fb-bcb1726a3c5e,eosinophil,train,EO
4742,d50dd1ff-8db8-4498-a060-6c8d7ecfb3c2,eosinophil,train,EO
4743,74e5476d-14b2-4390-836f-613fffa0d345,basophil,train,BA
4744,2caf16f4-36c3-4b7a-9f1f-60484d55fefa,basophil,train,BA
4746,d54e12e2-fbdb-4533-8d0f-8c723c85bd39,eosinophil,train,EO
4749,ea60ae06-127f-4c85-a858-5afafecbff45,monocyte,train,MO
4751,ec7cd11c-483c-4102-9afc-e9e1ad73bcd3,eosinophil,train,EO
4753,68266cf9-8020-4d5e-a19f-b8e702bda275,eosinophil,train,EO
4760,3247a1f9-95a0-48df-99c1-a5806afb2165,eosinophil,train,EO
4761,42000306-417a-4254-addd-8e4e0d94cbcd,monocyte,train,MO
4770,2c46d693-6978-4d77-a609-c1d36c419dde,basophil,train,BA
4781,9e47fabc-73ed-454e-851b-114c3857e06f,eosinophil,train,EO
4794,afa6d306-45bf-420b-95aa-1718d9463661,eosinophil,train,EO
4796,2ca42102-ed38-4d83-9cdb-99bfb91c6ff1,eosinophil,train,EO
4798,4502b7fc-73c9-43c3-a05e-0defafd08c96,eosinophil,train,EO
4800,65e0ccc0-3d1a-4894-bbc6-e0d25fd1d095,eosinophil,train,EO
4807,b64e3fa3-c048-4a49-a0e4-95eb6b100b27,eosinophil,train,EO
4816,afb6d43b-54ba-471d-ad51-2953cd9700de,eosinophil,train,EO
4818,f5fdd30f-98cf-40fd-8e75-178ae3924f1a,eosinophil,train,EO
4820,20723a52-bc1b-493a-a390-ea3bad6bb66f,monocyte,train,MO
4821,e1c9f292-ed54-4d75-b697-dc17d2bbf711,monocyte,train,MO
4822,8603145e-4731-455d-ad94-651560493a17,monocyte,train,MO
4825,81491b7c-4e23-4c04-a23d-5f799928059d,monocyte,train,MO
4828,60643e5b-d5d1-4072-93fa-4311e6330daa,eosinophil,train,EO
4829,420c31f8-1ea3-4a22-ba74-28d3f56aff8a,monocyte,train,MO
4831,b172c2fd-d97f-4323-8114-b60fa4d23ae9,eosinophil,train,EO
4832,b52e1fcd-077b-4da2-b588-3c4af4fd1edc,basophil,train,BA
4833,ddf97f27-7477-4bcc-8718-1ac4031c7d7c,eosinophil,train,EO
4837,a611df19-06d2-49dd-a12b-7692f93b0145,basophil,train,BA
4843,a89cff37-ad55-4dbd-a80d-fad18b4d24c9,eosinophil,train,EO
4845,71003976-0292-4414-876e-f719b9cad572,eosinophil,train,EO
4856,680b60e7-55ff-4488-8abc-855f6ff223fd,monocyte,train,MO
4866,ae820b24-671d-4268-8a47-035f5fc5521f,eosinophil,train,EO
4867,718db72c-da66-4540-a28b-9593b07d9e4a,monocyte,train,MO
4874,7670d87d-d410-456a-a8f6-29df7a2c2940,eosinophil,train,EO
4881,6014d210-2b51-4d74-b281-afd25d68edc6,eosinophil,train,EO
4882,40487870-84b0-4b55-8500-48f0c7a772d4,eosinophil,train,EO
4883,3d294994-8f9a-48a7-b517-db553bd2aec8,eosinophil,train,EO
4887,2d226582-60ef-45fb-9542-dfd0461e686a,eosinophil,train,EO
4888,e28bdb15-10f1-4c5e-8b09-38e0d1309266,eosinophil,train,EO
4892,3234692a-ab4b-45fa-8bf9-aef513c14b2e,basophil,train,BA
4894,23aa3ac7-ed1e-4ed7-8e51-98d9206dfed4,basophil,train,BA
4895,f3aeda71-3439-495b-8c3d-6ea890ac2faf,basophil,train,BA
4898,cfe82298-ae5e-4b69-bc33-f774d09b8197,basophil,train,BA
4899,8219b76a-0a3c-4ed0-81a2-761a191885c7,eosinophil,train,EO
4902,0a8e59d2-8efc-41b2-abac-e574e9a585c9,monocyte,train,MO
4904,a78e65ef-e0de-4da2-a1e2-c5417e9f4b80,eosinophil,train,EO
4905,10324764-8baf-4310-8d16-287d74f0bc6e,eosinophil,train,EO
4909,5ea63efc-92a1-4ff7-b9b0-ac1f97826b14,basophil,train,BA
4910,42fc23ce-50d7-4266-b9b2-c5086c1a794b,monocyte,train,MO
4912,a8d3547c-4dc3-471c-8e54-cab7608124ac,basophil,train,BA
